Year,FIPS,Name,Percentage of family or people whose have income in the last 12 months below poverty level,Median family income (dollars)
2006,48257,"Kaufman County, Texas",12.0,60361
2006,48291,"Liberty County, Texas",9.2,46624
2006,48303,"Lubbock County, Texas",13.4,49194
2006,48309,"McLennan County, Texas",12.2,45527
2006,48329,"Midland County, Texas",12.2,53650
2006,48339,"Montgomery County, Texas",8.0,69672
2006,48355,"Nueces County, Texas",18.1,45455
2006,48361,"Orange County, Texas",12.1,48619
2006,48367,"Parker County, Texas",3.2,66793
2006,48375,"Potter County, Texas",20.5,36745
2006,48381,"Randall County, Texas",7.0,66713
2006,48397,"Rockwall County, Texas",1.9,78256
2006,48409,"San Patricio County, Texas",10.5,44790
2006,48423,"Smith County, Texas",13.8,50345
2006,48439,"Tarrant County, Texas",10.1,61839
2006,48441,"Taylor County, Texas",11.4,49904
2006,48451,"Tom Green County, Texas",13.4,48908
2006,48453,"Travis County, Texas",10.4,62892
2006,48469,"Victoria County, Texas",12.1,48874
2006,48479,"Webb County, Texas",26.4,35122
2006,48485,"Wichita County, Texas",15.5,47495
2006,48491,"Williamson County, Texas",4.5,72566
2006,49005,"Cache County, Utah",8.8,49745
2006,49011,"Davis County, Utah",3.5,65756
2006,49035,"Salt Lake County, Utah",8.3,61878
2006,49049,"Utah County, Utah",8.5,57343
2006,49053,"Washington County, Utah",6.4,49893
2006,49057,"Weber County, Utah",9.0,55534
2006,50007,"Chittenden County, Vermont",8.0,73967
2006,51003,"Albemarle County, Virginia",3.3,76648
2006,51013,"Arlington County, Virginia",5.4,116114
2006,51015,"Augusta County, Virginia",8.5,54323
2006,51019,"Bedford County, Virginia",6.5,64140
2006,51041,"Chesterfield County, Virginia",3.1,77224
2006,51059,"Fairfax County, Virginia",3.6,119812
2006,51061,"Fauquier County, Virginia",2.1,96532
2006,51069,"Frederick County, Virginia",5.9,60541
2006,51085,"Hanover County, Virginia",1.2,75039
2006,51087,"Henrico County, Virginia",6.4,70572
2006,51107,"Loudoun County, Virginia",0.9,122367
2006,51121,"Montgomery County, Virginia",7.3,58747
2006,51153,"Prince William County, Virginia",3.7,86995
2006,51161,"Roanoke County, Virginia",2.6,69429
2006,51165,"Rockingham County, Virginia",5.7,53710
2006,51177,"Spotsylvania County, Virginia",3.9,75507
2006,51179,"Stafford County, Virginia",2.7,93625
2006,51510,"Alexandria city, Virginia",2.6,102388
2006,51550,"Chesapeake city, Virginia",4.7,71346
2006,51650,"Hampton city, Virginia",7.1,57037
2006,51680,"Lynchburg city, Virginia",17.0,45945
2006,51700,"Newport News city, Virginia",9.2,53631
2006,51710,"Norfolk city, Virginia",14.2,44127
2006,51740,"Portsmouth city, Virginia",10.0,48890
2006,51760,"Richmond city, Virginia",15.4,46278
2006,51770,"Roanoke city, Virginia",12.6,46149
2006,51800,"Suffolk city, Virginia",7.3,70076
2006,51810,"Virginia Beach city, Virginia",5.4,69468
2006,53005,"Benton County, Washington",10.2,62426
2006,53007,"Chelan County, Washington",9.6,54860
2006,53009,"Clallam County, Washington",12.6,48631
2006,53011,"Clark County, Washington",7.0,63135
2006,53015,"Cowlitz County, Washington",13.7,48518
2006,53021,"Franklin County, Washington",21.3,45900
2006,53025,"Grant County, Washington",16.0,43183
2006,53027,"Grays Harbor County, Washington",16.8,41758
2006,53029,"Island County, Washington",6.3,60204
2006,53033,"King County, Washington",5.6,80803
2006,53035,"Kitsap County, Washington",5.8,67222
2006,53041,"Lewis County, Washington",9.7,50282
2006,53053,"Pierce County, Washington",8.0,63225
2006,53057,"Skagit County, Washington",8.6,56257
2006,53061,"Snohomish County, Washington",5.0,71226
2006,53063,"Spokane County, Washington",8.3,53734
2006,53067,"Thurston County, Washington",8.7,62553
2006,53073,"Whatcom County, Washington",8.0,60762
2006,53077,"Yakima County, Washington",15.6,45088
2006,54003,"Berkeley County, West Virginia",4.3,62012
2006,54011,"Cabell County, West Virginia",11.4,48261
2006,54033,"Harrison County, West Virginia",14.9,40496
2006,54039,"Kanawha County, West Virginia",10.6,46185
2006,54061,"Monongalia County, West Virginia",9.4,57673
2006,54081,"Raleigh County, West Virginia",8.2,47435
2006,54107,"Wood County, West Virginia",12.2,47314
2006,55009,"Brown County, Wisconsin",7.1,61394
2006,55025,"Dane County, Wisconsin",3.4,77523
2006,55027,"Dodge County, Wisconsin",5.1,57188
2006,55035,"Eau Claire County, Wisconsin",7.7,60941
2006,55039,"Fond du Lac County, Wisconsin",6.2,59057
2006,55055,"Jefferson County, Wisconsin",6.7,58238
2006,55059,"Kenosha County, Wisconsin",7.5,65762
2006,55063,"La Crosse County, Wisconsin",7.0,61230
2006,55071,"Manitowoc County, Wisconsin",3.5,58895
2006,55073,"Marathon County, Wisconsin",4.9,61105
2006,55079,"Milwaukee County, Wisconsin",14.1,51679
2006,55087,"Outagamie County, Wisconsin",7.1,65686
2006,55089,"Ozaukee County, Wisconsin",2.4,82730
2006,55097,"Portage County, Wisconsin",4.8,62178
2006,55101,"Racine County, Wisconsin",8.8,60432
2006,55105,"Rock County, Wisconsin",9.9,60257
2006,55109,"St. Croix County, Wisconsin",3.8,74396
2006,55117,"Sheboygan County, Wisconsin",5.4,60488
2006,55127,"Walworth County, Wisconsin",8.3,61063
2006,55131,"Washington County, Wisconsin",4.7,70143
2006,55133,"Waukesha County, Wisconsin",2.7,83250
2006,55139,"Winnebago County, Wisconsin",5.2,61233
2006,55141,"Wood County, Wisconsin",4.1,55356
2006,56021,"Laramie County, Wyoming",5.3,60737
2006,56025,"Natrona County, Wyoming",7.2,58011
2006,72005,"Aguadilla Municipio, Puerto Rico",54.4,14054
2006,72013,"Arecibo Municipio, Puerto Rico",44.5,17198
2006,72025,"Caguas Municipio, Puerto Rico",37.0,22631
2006,72031,"Carolina Municipio, Puerto Rico",27.0,27228
2006,72061,"Guaynabo Municipio, Puerto Rico",25.8,37300
2006,72113,"Ponce Municipio, Puerto Rico",47.1,17487
2006,72127,"San Juan Municipio, Puerto Rico",33.7,27781
2006,72135,"Toa Alta Municipio, Puerto Rico",41.3,22550
2006,72137,"Toa Baja Municipio, Puerto Rico",32.0,24949
2006,72139,"Trujillo Alto Municipio, Puerto Rico",21.8,35829
2006,72097,"Mayagüez Municipio, Puerto Rico",46.8,17219
2006,72021,"Bayamón Municipio, Puerto Rico",27.1,29657
2007,48181,"Grayson County, Texas",38351.0,1534
2007,48183,"Gregg County, Texas",40897.0,904
2007,48187,"Guadalupe County, Texas",41154.0,831
2007,48201,"Harris County, Texas",40123.0,52736
2007,48209,"Hays County, Texas",44292.0,1521
2007,48213,"Henderson County, Texas",38671.0,453
2007,48215,"Hidalgo County, Texas",26831.0,2827
2007,48231,"Hunt County, Texas",37948.0,487
2007,48245,"Jefferson County, Texas",45223.0,2109
2007,48251,"Johnson County, Texas",42414.0,1622
2007,48257,"Kaufman County, Texas",42527.0,905
2007,48291,"Liberty County, Texas",44898.0,567
2007,48303,"Lubbock County, Texas",36774.0,2245
2007,48309,"McLennan County, Texas",35561.0,1459
2007,48329,"Midland County, Texas",51524.0,1392
2007,48339,"Montgomery County, Texas",51812.0,7745
2007,48355,"Nueces County, Texas",41986.0,2692
2007,48361,"Orange County, Texas",47030.0,664
2007,48367,"Parker County, Texas",50935.0,1694
2007,48375,"Potter County, Texas",28496.0,263
2007,48381,"Randall County, Texas",42257.0,1158
2007,48397,"Rockwall County, Texas",52679.0,1653
2007,48409,"San Patricio County, Texas",38585.0,479
2007,48423,"Smith County, Texas",38324.0,2024
2007,48439,"Tarrant County, Texas",43279.0,23850
2007,48441,"Taylor County, Texas",38285.0,659
2007,48451,"Tom Green County, Texas",33529.0,387
2007,48453,"Travis County, Texas",42293.0,16037
2007,48469,"Victoria County, Texas",40370.0,522
2007,48479,"Webb County, Texas",26044.0,962
2007,48485,"Wichita County, Texas",36025.0,749
2007,48491,"Williamson County, Texas",51393.0,6128
2007,49005,"Cache County, Utah",39396.0,590
2007,49011,"Davis County, Utah",51015.0,4128
2007,49035,"Salt Lake County, Utah",42032.0,11457
2007,49049,"Utah County, Utah",45799.0,3428
2007,49053,"Washington County, Utah",38895.0,718
2007,49057,"Weber County, Utah",40922.0,2084
2007,50007,"Chittenden County, Vermont",44175.0,2707
2007,51003,"Albemarle County, Virginia",51757.0,1753
2007,51013,"Arlington County, Virginia",77658.0,7139
2007,51015,"Augusta County, Virginia",41861.0,1168
2007,51019,"Bedford County, Virginia",44793.0,813
2007,51041,"Chesterfield County, Virginia",51101.0,6319
2007,51059,"Fairfax County, Virginia",80684.0,41828
2007,51061,"Fauquier County, Virginia",56469.0,2467
2007,51069,"Frederick County, Virginia",46473.0,1074
2007,51085,"Hanover County, Virginia",57773.0,2989
2007,51087,"Henrico County, Virginia",45358.0,4296
2007,51107,"Loudoun County, Virginia",81600.0,10881
2007,51121,"Montgomery County, Virginia",40599.0,793
2007,51153,"Prince William County, Virginia",56564.0,11503
2007,51161,"Roanoke County, Virginia",50181.0,1080
2007,51165,"Rockingham County, Virginia",36375.0,772
2007,51177,"Spotsylvania County, Virginia",56830.0,2427
2007,51179,"Stafford County, Virginia",65686.0,3800
2007,51510,"Alexandria city, Virginia",66311.0,3514
2007,51550,"Chesapeake city, Virginia",48403.0,4139
2007,51650,"Hampton city, Virginia",40113.0,874
2007,51680,"Lynchburg city, Virginia",29517.0,406
2007,51700,"Newport News city, Virginia",40377.0,1574
2007,51710,"Norfolk city, Virginia",35908.0,1581
2007,51740,"Portsmouth city, Virginia",38802.0,1120
2007,51760,"Richmond city, Virginia",38966.0,2247
2007,51770,"Roanoke city, Virginia",31537.0,368
2007,51800,"Suffolk city, Virginia",46620.0,783
2007,51810,"Virginia Beach city, Virginia",45365.0,7110
2007,53005,"Benton County, Washington",50122.0,2362
2007,53007,"Chelan County, Washington",37729.0,408
2007,53009,"Clallam County, Washington",41069.0,802
2007,53011,"Clark County, Washington",50564.0,4462
2007,53015,"Cowlitz County, Washington",43309.0,558
2007,53021,"Franklin County, Washington",34867.0,258
2007,53025,"Grant County, Washington",40379.0,442
2007,53027,"Grays Harbor County, Washington",42080.0,401
2007,53029,"Island County, Washington",40678.0,647
2007,53033,"King County, Washington",60146.0,42355
2007,53035,"Kitsap County, Washington",53240.0,3991
2007,53041,"Lewis County, Washington",40760.0,613
2007,53053,"Pierce County, Washington",47857.0,10784
2007,53057,"Skagit County, Washington",43818.0,793
2007,53061,"Snohomish County, Washington",52748.0,12108
2007,53063,"Spokane County, Washington",42059.0,3199
2007,53067,"Thurston County, Washington",49445.0,3044
2007,53073,"Whatcom County, Washington",44170.0,740
2007,53077,"Yakima County, Washington",37124.0,1006
2007,54003,"Berkeley County, West Virginia",44015.0,1014
2007,54011,"Cabell County, West Virginia",35572.0,480
2007,54033,"Harrison County, West Virginia",41407.0,406
2007,54039,"Kanawha County, West Virginia",41832.0,1437
2007,54061,"Monongalia County, West Virginia",40894.0,933
2007,54081,"Raleigh County, West Virginia",39311.0,190
2007,54107,"Wood County, West Virginia",37246.0,356
2007,55009,"Brown County, Wisconsin",43926.0,1974
2007,55025,"Dane County, Wisconsin",49027.0,8545
2007,55027,"Dodge County, Wisconsin",43423.0,469
2007,55035,"Eau Claire County, Wisconsin",40886.0,1060
2007,55039,"Fond du Lac County, Wisconsin",44991.0,636
2007,55055,"Jefferson County, Wisconsin",42390.0,332
2007,55059,"Kenosha County, Wisconsin",49781.0,1807
2007,55063,"La Crosse County, Wisconsin",41253.0,690
2007,55071,"Manitowoc County, Wisconsin",41502.0,636
2007,55073,"Marathon County, Wisconsin",41691.0,1198
2007,55079,"Milwaukee County, Wisconsin",42114.0,6131
2007,55087,"Outagamie County, Wisconsin",46863.0,1447
2007,55089,"Ozaukee County, Wisconsin",60821.0,2056
2007,55097,"Portage County, Wisconsin",40789.0,537
2007,55101,"Racine County, Wisconsin",46090.0,2063
2007,55105,"Rock County, Wisconsin",42136.0,794
2007,55109,"St. Croix County, Wisconsin",51449.0,1355
2007,55117,"Sheboygan County, Wisconsin",42860.0,652
2007,55127,"Walworth County, Wisconsin",47492.0,731
2007,55131,"Washington County, Wisconsin",53398.0,1887
2007,55133,"Waukesha County, Wisconsin",61479.0,8745
2007,55139,"Winnebago County, Wisconsin",45092.0,1732
2007,55141,"Wood County, Wisconsin",42213.0,314
2007,56021,"Laramie County, Wyoming",42182.0,1158
2007,56025,"Natrona County, Wyoming",41852.0,548
2007,72005,"Aguadilla Municipio, Puerto Rico",24442.0,0
2007,72013,"Arecibo Municipio, Puerto Rico",17181.0,44
2007,72025,"Caguas Municipio, Puerto Rico",22192.0,422
2007,72031,"Carolina Municipio, Puerto Rico",22468.0,257
2007,72061,"Guaynabo Municipio, Puerto Rico",29612.0,808
2007,72113,"Ponce Municipio, Puerto Rico",20076.0,0
2007,72127,"San Juan Municipio, Puerto Rico",23494.0,1940
2007,72135,"Toa Alta Municipio, Puerto Rico",25626.0,245
2007,72137,"Toa Baja Municipio, Puerto Rico",21724.0,80
2007,72139,"Trujillo Alto Municipio, Puerto Rico",27286.0,316
2007,01003,"Baldwin County, Alabama",44482.0,2315
2007,01015,"Calhoun County, Alabama",37662.0,940
2007,01043,"Cullman County, Alabama",36278.0,149
2007,01049,"DeKalb County, Alabama",33704.0,106
2007,01051,"Elmore County, Alabama",42089.0,881
2007,01055,"Etowah County, Alabama",36203.0,398
2007,01069,"Houston County, Alabama",40404.0,705
2007,01073,"Jefferson County, Alabama",42794.0,7959
2007,01077,"Lauderdale County, Alabama",41031.0,535
2007,01081,"Lee County, Alabama",42410.0,1335
2007,01083,"Limestone County, Alabama",41077.0,583
2007,01089,"Madison County, Alabama",52940.0,5966
2007,01095,"Marshall County, Alabama",31009.0,861
2007,01097,"Mobile County, Alabama",40338.0,1788
2007,01101,"Montgomery County, Alabama",42088.0,1899
2007,01103,"Morgan County, Alabama",38171.0,1064
2007,01115,"St. Clair County, Alabama",41964.0,450
2007,01117,"Shelby County, Alabama",55967.0,3046
2007,01121,"Talladega County, Alabama",37248.0,458
2007,01125,"Tuscaloosa County, Alabama",43215.0,1001
2007,01127,"Walker County, Alabama",46158.0,333
2007,02020,"Anchorage Municipality, Alaska",51705.0,6004
2007,02090,"Fairbanks North Star Borough, Alaska",41697.0,1076
2007,02170,"Matanuska-Susitna Borough, Alaska",51713.0,1079
2007,04001,"Apache County, Arizona",40189.0,19
2007,04003,"Cochise County, Arizona",41957.0,886
2007,04005,"Coconino County, Arizona",41645.0,1197
2007,04013,"Maricopa County, Arizona",41985.0,46491
2007,04015,"Mohave County, Arizona",31171.0,938
2007,04017,"Navajo County, Arizona",43507.0,258
2007,04019,"Pima County, Arizona",40604.0,10002
2007,04021,"Pinal County, Arizona",42211.0,1370
2007,04025,"Yavapai County, Arizona",38877.0,2081
2007,04027,"Yuma County, Arizona",36105.0,641
2007,05007,"Benton County, Arkansas",39731.0,2549
2007,05031,"Craighead County, Arkansas",33330.0,378
2007,05045,"Faulkner County, Arkansas",42480.0,595
2007,05051,"Garland County, Arkansas",31754.0,538
2007,05069,"Jefferson County, Arkansas",38899.0,607
2007,05119,"Pulaski County, Arkansas",42620.0,3600
2007,05125,"Saline County, Arkansas",42514.0,441
2007,05131,"Sebastian County, Arkansas",35989.0,1013
2007,05143,"Washington County, Arkansas",35202.0,1631
2007,05145,"White County, Arkansas",35020.0,573
2007,06001,"Alameda County, California",59765.0,36871
2007,06007,"Butte County, California",42360.0,2592
2007,06013,"Contra Costa County, California",61900.0,25290
2007,06017,"El Dorado County, California",55219.0,4140
2007,06019,"Fresno County, California",37611.0,7522
2007,06023,"Humboldt County, California",40367.0,611
2007,06025,"Imperial County, California",40633.0,1113
2007,06029,"Kern County, California",41321.0,7380
2007,06031,"Kings County, California",30644.0,599
2007,06033,"Lake County, California",35038.0,454
2007,06037,"Los Angeles County, California",38932.0,127905
2007,06039,"Madera County, California",31517.0,1145
2007,06041,"Marin County, California",70640.0,6579
2007,06045,"Mendocino County, California",40403.0,491
2007,06047,"Merced County, California",36180.0,1361
2007,06053,"Monterey County, California",40883.0,5420
2007,06055,"Napa County, California",50909.0,2631
2007,06057,"Nevada County, California",44167.0,1346
2007,06059,"Orange County, California",51467.0,70049
2007,06061,"Placer County, California",61330.0,7973
2007,06065,"Riverside County, California",45424.0,28815
2007,06067,"Sacramento County, California",47769.0,19832
2007,06071,"San Bernardino County, California",42015.0,22322
2007,06073,"San Diego County, California",47955.0,51118
2007,06075,"San Francisco County, California",61256.0,13079
2007,06077,"San Joaquin County, California",43908.0,9041
2007,06079,"San Luis Obispo County, California",51584.0,3520
2007,06081,"San Mateo County, California",60154.0,20826
2007,06083,"Santa Barbara County, California",45630.0,6252
2007,06085,"Santa Clara County, California",66216.0,51303
2007,06087,"Santa Cruz County, California",52941.0,4629
2007,06089,"Shasta County, California",41580.0,1989
2007,06095,"Solano County, California",55763.0,7526
2007,06097,"Sonoma County, California",50561.0,8136
2007,06099,"Stanislaus County, California",44826.0,4684
2007,06101,"Sutter County, California",44045.0,683
2007,06107,"Tulare County, California",32213.0,3202
2007,06111,"Ventura County, California",51492.0,16698
2007,06113,"Yolo County, California",49670.0,2930
2007,06115,"Yuba County, California",39764.0,599
2007,08001,"Adams County, Colorado",41200.0,4535
2007,08005,"Arapahoe County, Colorado",46145.0,9571
2007,08013,"Boulder County, Colorado",59562.0,7597
2007,08031,"Denver County, Colorado",40749.0,5743
2007,08035,"Douglas County, Colorado",72257.0,8779
2007,08041,"El Paso County, Colorado",44138.0,7235
2007,08059,"Jefferson County, Colorado",53210.0,10360
2007,08069,"Larimer County, Colorado",49851.0,5086
2007,08077,"Mesa County, Colorado",42724.0,1537
2007,08101,"Pueblo County, Colorado",36922.0,801
2007,08123,"Weld County, Colorado",41559.0,2795
2007,09001,"Fairfield County, Connecticut",62943.0,20863
2007,09003,"Hartford County, Connecticut",52963.0,17964
2007,09005,"Litchfield County, Connecticut",54080.0,3439
2007,09007,"Middlesex County, Connecticut",55409.0,4228
2007,09009,"New Haven County, Connecticut",54492.0,13558
2007,09011,"New London County, Connecticut",51697.0,4181
2007,09013,"Tolland County, Connecticut",58927.0,3043
2007,09015,"Windham County, Connecticut",42506.0,1048
2007,10001,"Kent County, Delaware",41183.0,1580
2007,10003,"New Castle County, Delaware",51524.0,10724
2007,10005,"Sussex County, Delaware",41324.0,1872
2007,11001,"District of Columbia, District of Columbia",52860.0,9819
2007,12001,"Alachua County, Florida",41703.0,2126
2007,12005,"Bay County, Florida",39959.0,1879
2007,12009,"Brevard County, Florida",45593.0,7085
2007,12011,"Broward County, Florida",44803.0,25771
