,Organization Name,Industries,Headquarters Location,Description,CB Rank (Company),Monthly Visits,Operating Status,Closed Date,Website,Twitter,LinkedIn,Founders,Acquisition Status,Acquired by
468,Nvigen,"Biotechnology, Clinical Trials, Health Care, Nanotechnology","Sunnyvale, California, United States",NVIGEN is a nanobiotechnology company revolutionizing the field of multifunctional nanoparticles for biomedical applications.,"91,743","4,476",Active,—,nvigen.com,View on Twitter,View on LinkedIn,"Aihua Fu, Guo Liang Yu",—,—
469,Parking Energy,"Automotive, Electric Vehicle, Parking","Helsinki, Southern Finland, Finland",Parking Energy provides an electric car charging system for real estate properties.,"92,885","1,366",Active,—,www.parkingenergy.com,View on Twitter,View on LinkedIn,Heikki Suonsivu,—,—
470,Moocall Sensors,"Agriculture, Health Care, Sensor, Wearables","Dublin, Dublin, Ireland",Moocall Sensors is a wearable device for cows that measures activity levels and alerts its users via SMSs when a calf is due to be born.,"93,206","20,168",Active,—,moocall.com/,View on Twitter,View on LinkedIn,"Emmet Savage, Michael Stanley",—,—
471,Banyan Technology,"Communications Infrastructure, Logistics, Software","Elyria, Ohio, United States",Banyan Technology creates and maintains direct and instantaneous connections between clients and their freight carriers.,"94,823","3,104",Active,—,www.banyantechnology.com,View on Twitter,View on LinkedIn,"Jim Walborn, Lance Healy",—,—
472,UNMADE,"3D Printing, Fashion","London, England, United Kingdom",Unmade provides customizable design through industrial manufacturing.,"99,414","3,993",Active,—,www.unmade.com,View on Twitter,View on LinkedIn,"Ben Alun-Jones, Hal Watts, Kirsty Emery",—,—
473,Contour,"Finance, Financial Services, FinTech","Singapore, Central Region, Singapore",Contour is building the world’s open trade finance network.,"100,100",—,Active,—,contour.network,View on Twitter,View on LinkedIn,—,—,—
474,Anduin,"Developer Platform, Financial Services, FinTech, Information Technology, Legal Tech, SaaS, Venture Capital","San Francisco, California, United States",The workflow platform built for private market transactions,"109,784","3,619",Active,—,www.anduintransact.com,View on Twitter,View on LinkedIn,"Alin Bui, Joe Lonsdale",—,—
475,Singular Genomics,"Biotechnology, Health Care, Medical","La Jolla, California, United States",Singular Genomics is a biotech company focused on delivering genomic technologies for the advancement of science and medicine.,"120,589","8,585",Active,—,singulargenomics.com/,—,View on LinkedIn,"Drew Spaventa, Eli Glezer",—,—
476,Animated Dynamics,"Biotechnology, Health Diagnostics, Medical","Indianapolis, Indiana, United States",Animated Dynamics (AniDyn) Inc. is located in the Kurz Purdue Technology Center in West Lafayette IN.,"128,227",—,Active,—,www.anidyn.com/,—,View on LinkedIn,"David D. Nolte, John J. Turek",—,—
477,CSC Generation,"Analytics, Finance, Retail, Software","Merrillville, Indiana, United States",CSC Generation develops a proprietary technology platform designed to save brands from liquidating.,"129,373","3,258",Active,—,www.cscgeneration.com/,—,View on LinkedIn,Justin Yoshimura,—,—
478,Tradify,"Accounting, B2B, Construction, Human Resources, Information Technology, Project Management, Software","Auckland, Auckland, New Zealand",Job tracking & invoice management software for trade & service based businesses.,"140,972","111,289",Active,—,www.tradifyhq.com/,View on Twitter,View on LinkedIn,Curtis Bailey,—,—
479,Tydo,"Analytics, Business Intelligence, Internet, Marketing, SaaS","San Francisco, California, United States","Tydo is a business intelligence platform that connects data, marketing sources & tools to solve the biggest problem & uncover opportunities.","148,411","39,560",Active,—,www.tydo.com,View on Twitter,View on LinkedIn,"Manav Kohli, Scott Sonneborn",—,—
480,Aria Systems,"Billing, Information Technology, Software","San Francisco, California, United States",Aria Systems offers a cloud-based monetization platform for subscription and usage-based businesses.,"149,944","3,729",Active,—,www.ariasystems.com,View on Twitter,View on LinkedIn,"Brendan O'Brien, Edward Sullivan, Max A NA",—,—
481,Nopsec,"Enterprise Software, SaaS","Brooklyn, New York, United States",NopSec provides precision threat prediction and remediation solutions for businesses to protect their IT environments from security breach.,"154,003","3,451",Active,—,www.nopsec.com,View on Twitter,View on LinkedIn,"Lisa Xu, Michelangelo Sidagni",—,—
482,Posit Science,"Fitness, Personal Health, Wellness","San Francisco, California, United States","Posit Science is the maker of BrainHQ, the brain training program backed by the world's best science.","159,596","292,786",Active,—,www.brainhq.com,View on Twitter,View on LinkedIn,"Jeffrey Zimman, Michael Merzenich",—,—
483,Vibrant Media,"Advertising, Content Delivery Network, Mobile Advertising","New York, New York, United States","Vibrant Media is dedicated to contextual marketing, advertising, content marketing and digital media.","165,289","8,719",Active,—,www.vibrantmedia.com,View on Twitter,View on LinkedIn,"Craig Gooding, Doug Stevenson",Made Acquisitions,—
484,Actium Health,Health Care,"Palo Alto, California, United States",Actium is leading the way forward in proactive consumer engagement through health-system data intelligence.,"167,002",—,Active,—,www.actiumhealth.com/,—,—,—,—,—
485,Keytalk AI,"Artificial Intelligence, Information Technology, Internet","Gangneung, Kangwon-do, South Korea",Keytalk AI is artificial intelligence (AI) agency that provides AI transformation services.,"169,157","50,735",Active,—,www.mycelebs.com/,—,—,Kyle Doh,—,—
486,Alice,"Employee Benefits, Financial Services, FinTech","Brooklyn, New York, United States",Alice Financial is a financial services company that specializes in the fields of employee benefits and fintech.,"176,934","4,760",Active,—,www.thisisalice.com/,—,View on LinkedIn,"Avinash Karnani, Paul Barnes-Hoggett",—,—
487,Handshake,—,"San Francisco, California, United States","Handshake is a decentralized, permissionless naming protocol compatible.","199,856","13,082",Active,—,handshake.org,View on Twitter,—,—,—,—
488,mi|im,"Artificial Intelligence, Information Technology, Software","Salt Lake City, Utah, United States",mi|im is a movement intelligence company that provides customers with movement imaging and intelligence services.,"202,700",—,Active,—,www.miim.ai/,—,View on LinkedIn,—,—,—
489,New Age Eats,"Food and Beverage, Food Processing, Industrial","Berkeley, California, United States",New Age Eats is a food and beverage company that engages in food processing and food manufactirng.,"209,489",—,Active,—,newageeats.com,—,View on LinkedIn,Brian Spears,—,—
490,Shani Darden,"Beauty, E-Commerce","Beverly Hills, California, United States",Shani Darden is an e-commerce platform for skin care products.,"210,431","21,117",Active,—,www.shanidarden.com/,View on Twitter,View on LinkedIn,Shani Darden,—,—
491,Chromatan,"Biotechnology, Health Care, Manufacturing, Medical","State College, Pennsylvania, United States",ChromaTan develops continuous countercurrent tangential chromatography for monoclonal antibody and protein purification.,"212,053",—,Active,—,www.chromatan.com,—,View on LinkedIn,Oleg Shinkazh,—,—
492,Thrive,"Health Care, mHealth, Psychology, Software, Wellness","Stratford-upon-avon, Warwickshire, United Kingdom","Thrive is a software that offers mental healthcare and well-being, employee wellness, psychological help, and stress and anxiety management.","228,895","15,852",Active,—,www.thrive.uk.com,View on Twitter,View on LinkedIn,Andres Fonseca,—,—
493,HumanEyes,"3D Technology, Hardware, Printing, Software, Virtual Reality","Jerusalem, Yerushalayim, Israel","HumanEyes Technologies, Ltd., provides a complete, end-to-end solution for creation and printing of 3D and 2D effects.","245,558","1,757",Active,—,www.humaneyes.com/,View on Twitter,View on LinkedIn,Shahar Bin Nun,Made Acquisitions,—
494,Neptune Networks,"Banking, Finance, Financial Services","London, England, United Kingdom",Neptune Networks offers bond market data from sell-side banks to buy-side clients.,"248,960",—,Active,—,neptunefi.com,View on Twitter,View on LinkedIn,—,—,—
495,MedicaSafe,Health Care,"New York, New York, United States",MedicaSafe creates technologies for medication compliance and adherence.,"250,166",—,Active,—,www.medicasafe.com/,View on Twitter,View on LinkedIn,Matt Ervin,—,—
496,Vista.ai,"Artificial Intelligence, Health Care, Medical Device","Palo Alto, California, United States",Vista.ai is an artificial intelligence that offers clinicians to conduct MRI studies.,"253,301","3,778",Active,—,vista.ai,View on Twitter,—,Jon Michaeli,—,—
497,Upkeep,"Asset Management, Developer Platform, Information Technology, Software","Los Angeles, California, United States",Upkeep is an asset operations management solution that gives every maintenance and reliability team tools and information.,"278,664","77,476",Active,—,upkeep.com,View on Twitter,View on LinkedIn,—,—,—
498,Sionic Energy,—,"Rochester, New York, United States",Sionic Energy is a provider of electrolyte products for next generation Li-ion batteries.,"281,480","1,740",Active,—,www.sionicenergy.com/,—,View on LinkedIn,—,—,—
499,Spring Medical Systems,"Electronic Health Record (EHR), Health Care, Information Technology, Medical, Software","Houston, Texas, United States",Spring Medical Systems is the core of a complete technology solution for medical practices.,"302,617",—,Active,—,www.springcharts.com,—,View on LinkedIn,Patricia Watson,—,—
500,Apollo Spectra,"Health Care, Hospital, Medical","Bengaluru, Karnataka, India",Apollo Spectra offers medical technology services and internationally-trained physicians for the healthcare industry.,"336,765","69,688",Active,—,www.apollospectra.com/,View on Twitter,View on LinkedIn,Mahesh Reddy,—,—
501,HireMojo,"SaaS, Software","San Francisco, California, United States","HireMojo, a subscription-based Hiring Automation Platform™, allows companies to make hires without additional staff or costs.","409,107","23,320",Active,—,www.hiremojo.com,View on Twitter,View on LinkedIn,John Younger,—,—
502,Netbiscuits,"Analytics, Information Technology, Mobile, Software","Kaiserslautern, Rheinland-Pfalz, Germany",Netbiscuits is a leader in mobile analytics and device detection.,"412,178",—,Active,—,www.netbiscuits.com,View on Twitter,View on LinkedIn,Michael Neidhoefer,—,—
503,"Thru, Inc.","Cloud Computing, Enterprise Software, File Sharing, PaaS, SaaS, Software","Irving, Texas, United States",Enterprise File Sharing & Collaboration,"460,645","29,849",Active,—,www.thruinc.com,View on Twitter,View on LinkedIn,Lee Harrison,Made Acquisitions,—
504,Holler Studios,"Consulting, Information Services","New York, New York, United States",Holler Studios is a full-service Animation Production Studio and Creative Agency.,"573,302",—,Active,—,www.hollerstudios.com/,—,View on LinkedIn,—,—,—
505,VyncaCare,"Health Care, Hospital, Medical, Wellness","Palo Alto, California, United States","VyncaCare provides palliative care, advanced care planning, and enhanced care management services.","585,346",741,Active,—,www.vyncacare.com,View on Twitter,View on LinkedIn,—,—,—
506,Arradiance,Hardware,"Sudbury, Massachusetts, United States","Arradiance develops materials, particle detection, catalysts, medical imaging, night vision, and other amplification products.","613,329",769,Active,—,arradiance.com,—,View on LinkedIn,David Beaulieu,—,—
507,Previdence Corporation,"Health Care, Medical, Software","Ogden, Utah, United States",Previdence is a mental health software company that helps to heal minds from mental illness.,"713,174",—,Active,—,www.previdence.com/,—,View on LinkedIn,—,—,—
508,Brunkeberg Systems,"Construction, Consulting, Smart Building","Stockholm, Stockholms Lan, Sweden",Brunkeberg System offers a patented solution for improved facade installation as well as building logistics.,"850,881",—,Active,—,www.brunkeberg.com/,—,View on LinkedIn,—,—,—
509,Micropoint Bioscience,"Biotechnology, Health Care, Medical Device","Santa Clara, California, United States",Micropoint Bioscience is a provider of point-of-care testing (POCT) systems and solutions for medical purposes.,"1,197,317",394,Active,—,www.micropointbio.com/,—,View on LinkedIn,—,—,—
510,Resonant Sensors Inc.,"Biotechnology, Health Diagnostics, Medical, Sensor","Arlington, Texas, United States",The mission of Resonant Sensors Incorporated (RSI) is to become a global leader for rapid biosensor screening systems for the.,"1,363,423",—,Active,—,www.resonantsensors.com,View on Twitter,View on LinkedIn,"Debra Weidanz, Robert Magnusson",—,—
511,Feed.fm,"App Marketing, Apps, Media and Entertainment, Music","San Francisco, California, United States","The simplest way to add popular music to apps, digital experiences and connected devices.","1,458,561","6,717",Active,—,www.feed.fm,View on Twitter,View on LinkedIn,—,—,—
512,STORES,"Business Development, E-Commerce, E-Commerce Platforms","Tokyo, Tokyo, Japan",STORES is an e-commerce service platform that supports economic development.,"1,468,131",—,Active,—,www.st.inc/,—,—,—,—,—
513,Glidian,"Health Care, Online Portals, Software","South San Francisco, California, United States",Glidian provides authorization solutions to streamline communication between healthcare providers and payers.,"148,371","3,341",Active,—,www.glidian.com,View on Twitter,View on LinkedIn,"Ashish Dua, Maxwell Wu, Robert Romano",—,—
514,Harmonia,"Information Technology, Software",—,Harmonia is an information technology company that offers dynamic transformation support and organizational development.,"2,386,264",—,Active,—,www.harmoniainc.jp,—,—,—,—,—
