,Organization Name,Industries,Headquarters Location,Description,CB Rank (Company),Monthly Visits,Operating Status,Closed Date,Website,Twitter,LinkedIn,Founders,Acquisition Status,Acquired by
259,Stradigi AI,"Artificial Intelligence, Information Technology, Machine Learning, SaaS, Software, Software Engineering","Montréal, Quebec, Canada",Stradigi AI is an AI SaaS company that accelerates time-to-value for data-driven insights across all business functions.,"14,476","9,162",Active,—,www.stradigi.ai/,View on Twitter,View on LinkedIn,"Basil Bouraropoulos, Curtis Gavura, Jaime Camacaro",—,—
260,Wealthnavi,"Finance, Financial Services, FinTech, Property Management","Tokyo, Tokyo, Japan",Wealthnavi is wealth management of world-class on your side.,"14,477","686,492",Active,—,www.wealthnavi.com/,View on Twitter,View on LinkedIn,Kazuhisa Shibayama,—,—
261,Bink,"FinTech, Mobile Apps, Mobile Payments","Ascot, Windsor and Maidenhead, United Kingdom",Bink offers loyalty and payment solutions for businesses and consumers.,"14,514","3,010",Active,—,www.bink.com,View on Twitter,View on LinkedIn,"Greg Gormley, Lee Clarke",Made Acquisitions,—
262,BaseCap Analytics,"Information Technology, Software","New York, New York, United States",BaseCap is a software company that enables organizations to efficiently improve their data quality and data-driven decisions.,"14,593","7,259",Active,—,basecapanalytics.com,View on Twitter,View on LinkedIn,"Nicolas Guillen, Steven Smith",—,—
263,Opsys Tech,"Automotive, Hardware, Information Technology, Manufacturing, Sensor","Holon, Tel Aviv, Israel",OPSYS engages in the development of products for applications in optical communication and sensors.,"14,621","10,315",Active,—,www.opsys-tech.com,—,View on LinkedIn,"Guy Gertel, Rafi Harel",—,—
264,Verto Education,"Ediscovery, Education, Higher Education","Portland, Oregon, United States",Verto Education is a higher education institution that provides a program that helps students identify purpose and direction for themselves.,"14,664","11,975",Active,—,www.vertoeducation.org,—,View on LinkedIn,"Ben Welbourn, Mallory Meiser, Mitch Gordon",—,—
265,AIZEN Global,"Artificial Intelligence, Banking, Big Data, Financial Services, FinTech, Information Technology, Machine Learning, Predictive Analytics, Software","Seoul, Seoul-t'ukpyolsi, South Korea","Redesigning Digital Banking with AI Lending Platform 'CreditConnect', powered by proprietary AutoML platform ABACUS","14,741",542,Active,—,www.aizenglobal.com,—,View on LinkedIn,Jung Seok Kang,Made Acquisitions,—
266,Ethix360,"Human Resources, Information Technology, Management Consulting, Software","Charlotte, North Carolina, United States",ETHIX360 provides next-generation Compliance as a Service (CaaS) solutions.,"14,771","5,203",Active,—,www.ethix360.com,View on Twitter,View on LinkedIn,J Rollins,Was Acquired,StarCompliance
267,CodeSandbox,"Developer Tools, Information Technology, Internet, Software","Amsterdam, Noord-Holland, The Netherlands","Free, instant, collaborative sandboxes for rapid web development.","14,789","4,515,252",Active,—,codesandbox.io,View on Twitter,View on LinkedIn,"Bas Buursma, Ives van Hoorne",—,—
268,Kudos,"Enterprise Software, Human Resources, SaaS, Social Network","Calgary, Alberta, Canada","Kudos is an online platform for employee engagement, feedback, organizational communication and social recognition (SaaS).","14,808","16,534",Active,—,www.kudos.com,View on Twitter,View on LinkedIn,"Muni Boga, Tom Short",—,—
269,Harbr,"Cloud Computing, Enterprise Software, Information Services, Information Technology, Software","London, England, United Kingdom",Harbr is a cloud-based data commerce company.,"14,873",—,Active,—,www.harbrdata.com/,View on Twitter,View on LinkedIn,"Anthony Cosgrove, Gary Butler",—,—
270,Vulog,"Automotive, Car Sharing, Ride Sharing, SaaS, Software, Subscription Service, Transportation","Nice, Provence-Alpes-Cote d'Azur, France",Vulog builds technology solutions that power the most successful shared mobility businesses in the world.,"14,894","2,835",Active,—,www.vulog.com,View on Twitter,View on LinkedIn,"David Emsellem, Georges GALLAIS",—,—
271,gofor,"Delivery Service, Last Mile Transportation, Logistics, Transportation","Ottawa, Ontario, Canada",The time for a better delivery service has arrived. Personalized service. Caring drivers. Carbon free last mile.,"14,961",349,Active,—,deliverbetter.com,View on Twitter,View on LinkedIn,"Basavaraj Halli, Brad Rollo, Paul O'Driscoll, Tyler Nelson",—,—
272,Inversion,"Aerospace, Space Travel, Transportation","Los Angeles, California, United States","Inversion builds space capsules to return cargo back to Earth for the commercial, civil, and defense industries.","15,092","2,174",Active,—,www.inversionspace.com/,View on Twitter,View on LinkedIn,"Austin Briggs, Justin Fiaschetti",—,—
273,RecoveryOne,"Health Care, Information Services, Medical","Walnut Creek, California, United States",RecoveryOne is an innovator in mHealth solutions for patients recovering from orthopedic injuries.,"15,350","40,671",Active,—,recoveryone.com/,View on Twitter,View on LinkedIn,"Brooks Cambell, Bruce Morgan, Michael Oberlander",—,—
274,Mediktor,"Artificial Intelligence, Health Care, Machine Learning, Medical, Software","Barcelona, Catalonia, Spain",The most advanced and accurate sypmtom checker,"15,489","12,055",Active,—,www.mediktor.com/,View on Twitter,View on LinkedIn,"Cristian Pascual, Oscar García-Esquirol",—,—
275,Slice Labs,"Financial Services, FinTech, Information Technology, Insurance, InsurTech, Mobile Apps","New York, New York, United States","Slice Labs is the first on-demand insurance cloud platform provider, enabling companies to build intuitive digital insurance products.","15,616","5,133",Active,—,www.slice.is/,View on Twitter,View on LinkedIn,"Ernest Hursh, Stuart Baserman, Tim Attia",—,—
276,Jow,"Apps, E-Commerce, Food and Beverage, Grocery, Shopping","Paris, Ile-de-France, France",Jow is a grocery shopping app that simplifies shopping and gives advice of what to eat.,"15,725","947,746",Active,—,www.jow.fr/,View on Twitter,View on LinkedIn,"Antoine Maillard, Brice Audrain, Franck Maurin, Jacques-Edouard Sabatier",—,—
277,Klevu,"E-Commerce, Internet","Helsinki, Southern Finland, Finland",Klevu Oy is a self-learning search engine that helps online retailers turn visitors into customers.,"15,752","14,744",Active,—,www.klevu.com/,View on Twitter,View on LinkedIn,"Jyrki Kontio, Nilay Oza, Niraj Aswani",—,—
278,Factory_OS,"Building Material, Real Estate","Vallejo, California, United States",Factory_OS is revolutionizing home construction.,"15,781","3,870",Active,—,factoryos.com/,View on Twitter,View on LinkedIn,"Larry Pace, Rick Holliday",—,—
279,Bot MD,"Artificial Intelligence, Health Care, Medical, Mobile Apps","Singapore, Central Region, Singapore",Bot MD is an artificial intelligence clinical assistant for doctors.,"15,812","4,297",Active,—,www.botmd.io,View on Twitter,View on LinkedIn,"Dorothea Koh, Yanchuan Sim",—,—
280,Feedvisor,"Artificial Intelligence, E-Commerce, Internet, Machine Learning, SaaS","New York, New York, United States",Feedvisor is an algorithmic pricing and revenue intelligence platform for online retailers.,"16,098","53,196",Active,—,feedvisor.com,View on Twitter,View on LinkedIn,"Eyal Lanxner, Victor Rosenman",—,—
281,Envelop Risk,"Cyber Security, Information Technology","Bristol, Bristol, City of, United Kingdom",Envelop Risk is a global specialty cyber and emerging risk underwriting firm.,"16,139","5,230",Active,—,www.enveloprisk.com/,View on Twitter,View on LinkedIn,"Jonathan Spry, Paul Guthrie",—,—
282,Parrot Analytics,"Analytics, Artificial Intelligence, Big Data, Content Discovery, Enterprise Software, Film, Internet, Machine Learning, Media and Entertainment, TV","Beverly Hills, California, United States","Parrot Analytics is a data science company that measures and predicts global demand for content, across all platforms, around the world.","16,295","93,113",Active,—,www.parrotanalytics.com/,View on Twitter,View on LinkedIn,"Adel Shahin, Chris Riddell, Wared Seger",—,—
283,Expo,"Apps, Information Services, Information Technology","Palo Alto, California, United States","Expo lets you write apps that run on web, iOS, and Android with a single React codebase.","16,316","2,736,676",Active,—,www.expo.dev,View on Twitter,View on LinkedIn,"Charlie Cheever, James Ide",—,—
284,Abwaab,EdTech,"Amman, Amman, Jordan",Abwaab is an online learning platform that is changing the way students learn outside the classroom.,"16,404",—,Active,—,abwaab.me,View on Twitter,View on LinkedIn,"Hamdi Tabbaa, Hussein Alsarabi, Sabri Hakim, Sabri Hakim",Made Acquisitions,—
285,Nextmv,"Developer Platform, Logistics, Software, Supply Chain Management","Philadelphia, Pennsylvania, United States",Nextmv is a developer platform for automating and optimizing decisions that drive business operations.,"16,555","3,443",Active,—,nextmv.io/,View on Twitter,View on LinkedIn,"Carolyn Mooney, Ryan O'Neil",—,—
286,Autify,"Analytics, Artificial Intelligence, Information Technology, Machine Learning, Software, Telecommunications","San Francisco, California, United States",Autify is a software testing automation platform powered by AI.,"16,632","12,948",Active,—,autify.com,View on Twitter,View on LinkedIn,"Ryo Chikazawa, Sam Yamashita",—,—
287,Channel,"Information Technology, SaaS, Software, Unified Communications, Video Chat","Seoul, Seoul-t'ukpyolsi, South Korea",An all-in-one customer experience SaaS platform,"16,730","1,126,344",Active,—,channel.io/en,View on Twitter,View on LinkedIn,"Josh Kim, Red Choi",—,—
288,AI Foundation,"Artificial Intelligence, Human Computer Interaction, Machine Learning, Software","San Francisco, California, United States","AI Foundation develops sustainable AI which aims to move humanity forward through the power of decentralized, trusted, and personal AI.","16,676","10,908",Active,—,www.aifoundation.com/,View on Twitter,View on LinkedIn,"Lars Buttler, Rob Meadows",Made Acquisitions,—
289,Productfy,"Financial Services, FinTech, Software","San Jose, California, United States",Productfy is a secure and advanced platform for building financial applications.,"16,723","5,530",Active,—,www.productfy.io/,View on Twitter,View on LinkedIn,Duy Vo,—,—
290,Datometry,"Analytics, Database, Information Technology, Software, Virtualization","San Francisco, California, United States",Datometry Hyper-Q is a database virtualization technology that makes databases interchangeable by translating apps & results in real-time.,"16,744","3,568",Active,—,datometry.com,View on Twitter,View on LinkedIn,Mike Waas,—,—
291,Facet,"Computer, Software","San Francisco, California, United States","Facet is a computer software company that provides artists and engineers, aiming to redefine and humanize the creative process.","16,806","16,160",Active,—,facet.ai/,View on Twitter,View on LinkedIn,"Joseph Reisinger, Matt Stanton",—,—
292,OneValley,"Communities, Consulting, Coworking, Incubators, Information Technology, Innovation Management, Internet, Venture Capital","San Mateo, California, United States","OneValley is a global entrepreneurship platform for individuals, startups, and corporations seeking innovation and accelerated growth.","16,814","6,957",Active,—,www.theonevalley.com,View on Twitter,View on LinkedIn,"Dmitriy Pavlov, Kayvan Baroumand",—,—
293,Great Deals E-Commerce,"E-Commerce, Retail","Quezon City, Quezon City, Philippines","Great Deals offers end-to-end e-commerce services, handling everything from digital content, web design, analytics and chat support.","17,143",437,Active,—,www.greatdealscorp.com/,—,—,Steve Sy,—,—
294,Elliptic Labs,"Artificial Intelligence, Automotive, Consumer Electronics, Machine Learning, Sensor, Software","Oslo, Oslo, Norway","AI Virtual Smart Sensors for the Smartphone, Laptop, IoT & Automotive markets - Heartbeat, Breathing, Gesture and Presence Detection","17,198","1,924",Active,—,www.ellipticlabs.com,View on Twitter,View on LinkedIn,Laila Danielsen,—,—
295,Juno Journey,"E-Learning, Education, Internet, Software","Herzliya, Tel Aviv, Israel","Juno Journey provides a platform to accompany, advise and lead employees of businesses through a process of personal growth.","17,300","2,970",Active,—,www.junojourney.com/,—,View on LinkedIn,"Dor Nachshoni, Jeremie Israel, Ofer Ben Attar, Yehonatan Korach",—,—
296,Geneyx,"Big Data, Cloud Management, Health Care, Information Technology, Software","Herzliya, Tel Aviv, Israel",Geneyx enhances genetic analysis capabilities by developing technologies to scale clinical solutions to the global healthcare community.,"17,317","4,705",Closed,—,www.geneyx.com,—,View on LinkedIn,"Avi Yitzchak, David Yizhar, Dvir Dahary, Ofer Barnea, Raviv Itzhaky",Made Acquisitions,—
